,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Archangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197,5504,1609,1579,3391,2874,4268,3920,4320,4265,6047,5890,2224,1786,7783,11162,13881,2930,0,3129,2112,2924,1536,1665,2013,3027,2710,4181,928,1124,211,1846,1011,451,908,758,3,10,356,747,1776,421,828,517,1472,780,1981,601,801,31,1345,1508,2476,1538,1995,1337,2068,1662,1467,579,977,1029,66,543,556,370,1245,740,20637,19883,4147,3165,1488,3765,2816,0,415,2784,1106,2010,1233,3991,775,1147,1146,902,1399,968,1484
Desulfovibrionaceae,3584,4069,2764,3786,6491,3982,2635,3193,2337,5178,6642,5702,6736,5330,5845,1933,1934,659,629,2598,2552,4141,4172,1505,1438,1806,1784,2269,1654,1045,1428,1785,1981,0,2346,1213,1917,560,1002,1566,1366,2079,2553,241,121,22,324,176,110,158,107,0,0,98,175,365,94,158,114,353,233,299,185,160,6,203,220,270,180,239,300,232,106,177,314,422,166,16,169,193,85,225,180,7671,7532,1491,1763,966,1463,1429,1614,206,1485,469,1236,1187,3495,765,711,854,858,1866,1999,2047
Gallionellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,692,246,179,0,0,0,0,623,647,808,760,19727,882,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,101,128,325,0,5,0,0,0,0,0,4483,4286,0,0,0,0,0,1565,0,0,0,8451,14968,22913,3949,2327,4140,3628,16733,16663,17337
Leptolyngbyaceae,2562,3361,2171,2950,5157,2746,2170,2220,1909,4498,5346,4402,5405,4115,4261,3626,3277,1070,856,3830,3624,5985,6239,2604,2410,3010,3188,1528,1830,2619,2528,3807,4123,1566,2753,2250,3814,17303,1004,1789,1662,1887,2760,236,228,29,297,136,102,175,105,0,0,82,147,269,58,141,94,420,192,243,228,205,6,176,189,249,214,224,312,599,103,161,232,349,168,13,137,137,66,202,194,8494,8272,1945,1437,886,1418,1285,0,164,1034,448,907,778,2131,478,515,446,372,775,815,714
Methylocystaceae,5921,4811,3134,4247,6878,4008,3464,4060,2360,7147,7477,5612,8154,5127,0,5683,5285,1502,1444,3018,3073,5097,5191,2802,2807,3773,3840,3469,2621,1390,0,2679,0,0,0,0,0,0,1585,2727,1201,1758,4754,309,216,57,410,188,134,0,195,0,0,0,0,303,66,0,167,471,220,372,267,197,4,221,224,275,214,260,386,242,0,204,626,628,140,21,197,214,135,241,299,18933,18830,0,0,0,1787,2497,2995,0,0,0,1537,1073,2905,631,678,737,0,0,925,1141
Microcoleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27119,38191,12940,2953,0,0,0,4658,137288,0,0,0,0,0,159,0,0,0,0,162,0,0,0,0,0,155,0,0,0,0,0,0,281,0,0,0,0,0,847,406,460,0,5213,289,287,0,0,179,4,193,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptococcaceae,0,0,10479,0,24927,16641,0,0,5099,0,25080,11501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,2838,2849,3824,2116,0,3969,1110,0,0,0,0,0,1387,3697,167,0,0,0,232,190,0,0,0,0,164,0,366,102,248,0,295,282,423,132,209,2,0,300,0,0,0,0,0,130,0,359,231,0,16,115,0,60,0,290,0,0,0,979,499,0,0,974,275,1318,563,883,1257,4452,492,509,2574,2184,3712,3818,3992
Oscillatoriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21942,36560,12104,2451,0,0,1767,3457,101074,0,0,0,0,0,148,0,0,0,0,0,0,0,0,2,0,0,190,0,0,0,0,0,0,0,0,8,0,0,504,180,379,0,1656,83,437,0,0,0,0,155,0,123,346,134,0,0,1264,0,510,0,0,0,0,0,0,0,0,0,401,384,0,0,594,599,566
Anaerolineaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,0,1316,2591,0,3310,0,0,0,0,0,0,0,0,1517,0,360,353,0,376,249,130,314,159,0,0,133,388,1027,191,466,187,817,385,579,394,413,6,333,291,393,401,502,494,367,105,440,0,504,424,20,191,301,158,267,310,0,0,6095,5414,2731,4069,1849,1840,333,2268,952,5999,7617,26214,5123,4503,10499,9373,23113,24443,24653
Erythrobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,2214,3267,3144,0,0,1854,3899,8230,1713,0,2657,0,3149,16309,0,1282,3171,1218,2442,1115,538,97,2970,1076,496,691,536,2,2,480,396,4416,500,1044,502,1308,1020,1715,876,1263,55,2812,3899,1917,2311,1449,2491,1746,1106,1956,270,1295,2606,193,1096,1625,576,1349,1948,16825,16376,10139,7700,3539,7042,4907,0,909,5948,2443,3380,2085,7279,1397,1749,0,0,0,698,0
Nakamurellaceae,2044,2083,1444,3217,3797,0,1843,0,0,3911,0,0,6094,3383,0,0,0,0,0,0,0,0,0,1479,1298,1290,1261,911,0,592,0,744,0,2376,1928,2131,3210,0,236,0,577,0,0,392,307,164,2390,789,674,782,496,5,0,397,473,305,164,238,571,490,454,702,257,226,81,729,694,1365,606,390,865,458,190,483,197,507,200,22,556,487,134,498,229,45196,42426,1427,781,426,1578,1099,997,135,1027,392,1269,520,1521,429,392,846,623,0,0,0
Beijerinckiaceae,9404,4602,2711,0,9897,4862,4422,4829,0,10421,8738,6301,16095,6421,0,6028,5603,1725,1727,4501,4540,7002,7016,2989,3140,3938,3781,3709,3805,0,0,0,0,0,0,0,0,0,1881,3609,1128,2227,6106,235,162,46,0,200,186,194,152,4,0,154,178,0,83,0,211,0,0,0,270,0,4,244,0,0,0,0,0,0,0,0,924,709,0,24,222,193,89,246,220,21085,20554,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,0,0
Syntrophaceae,3265,3287,1940,2843,4730,3047,2137,2426,0,4197,6207,4593,5918,5320,5204,1899,1879,503,409,2399,2276,3592,3437,0,0,0,0,1419,0,0,0,0,1178,0,0,0,0,0,616,1081,857,1282,1315,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,79,100,2,0,0,0,0,0,0,0,0,0,148,242,91,4,0,0,56,0,0,0,5415,0,871,559,1059,0,0,128,891,388,1104,860,3716,561,506,1556,1532,3702,4052,4004
Rhodocyclaceae,0,0,2865,0,7487,4577,0,0,0,0,9649,8665,0,0,7521,0,0,0,0,0,2049,3139,3016,0,0,0,0,5197,2401,0,0,0,2440,0,0,0,0,0,1531,1767,1665,3110,2791,543,245,57,516,366,257,423,250,0,0,209,370,866,159,512,269,914,395,729,383,362,17,580,585,834,536,619,963,507,307,560,630,1326,526,38,338,403,228,561,499,14987,14642,1526,1752,963,1372,2108,2352,203,1238,566,6214,5182,14093,1676,2730,2416,2231,4380,4408,4343
(Candidatus Accumulibacter),2215,3107,2075,3137,4604,2968,1782,2175,2022,3394,7441,5045,4921,3357,3896,1522,1408,393,354,1843,1878,2820,2749,1364,1304,1634,1665,2274,884,348,612,787,1438,0,773,553,632,338,740,814,796,1536,1531,257,103,30,212,128,62,133,81,6,0,75,109,282,67,234,115,355,182,273,202,140,8,157,218,253,213,241,324,172,118,153,321,568,144,23,151,195,107,240,181,11594,11071,943,970,514,911,990,1414,105,689,305,1564,1656,3763,627,924,725,633,1254,1253,1325
Sphaerobacteraceae,3381,6558,4115,8429,13530,7744,3952,5044,5030,5660,9502,12021,10406,10710,10261,0,0,0,0,1350,1294,2043,2027,0,0,0,0,930,1018,5745,4196,6486,3859,3957,5636,4097,3669,0,450,0,1231,1054,1694,205,219,40,660,312,231,291,236,0,0,186,208,329,150,179,184,516,208,363,261,143,10,352,332,278,209,262,492,401,141,274,194,340,162,16,248,199,113,181,233,9952,9584,5904,3495,1725,4323,3408,1146,447,2860,1101,2330,1784,4109,1017,1102,1268,1119,1522,1722,1676
Tolypothrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6805,6489,8475,8262,0,2411,3945,7326,5771,4500,0,2738,1544,3417,3582,1306,3617,2675,1661,2215,282,239,75,479,264,0,292,0,0,0,87,193,1053,134,234,90,408,232,452,286,226,16,441,551,787,392,583,615,380,183,435,239,405,449,25,184,164,152,322,367,21128,20114,4438,2340,1151,3094,2566,0,418,2713,1217,1132,651,2784,759,566,682,0,0,536,589
Vibrionaceae,2623,3167,2135,3648,5249,3559,2002,2133,2104,4520,5971,4361,5056,3806,3718,1578,1554,517,611,1825,1638,2655,2541,1501,1499,1991,1992,1356,1328,878,1253,1672,1559,0,1226,1130,1243,703,652,1293,817,1086,1463,127,87,22,132,75,0,87,57,0,0,0,0,212,0,0,0,189,102,186,94,71,0,135,113,165,120,163,175,133,54,107,142,242,85,7,0,71,56,76,76,3947,3760,1066,1424,755,1121,2095,2157,161,1043,417,414,444,1215,264,216,501,383,657,642,669
(Kouleothrix),1447,1991,1282,2271,3314,1884,1395,1473,1322,2845,3690,3180,5062,4782,5826,494,484,0,0,1028,1024,1389,1417,0,0,0,0,409,366,3907,2322,3112,1674,234,1349,765,2098,409,388,511,1076,1091,767,221,511,69,647,312,277,578,170,0,4,259,465,720,172,451,203,559,389,573,310,328,9,342,343,469,517,346,680,540,161,488,175,325,326,24,177,281,187,293,194,6240,6153,1613,1272,704,1055,518,0,134,720,305,1495,2426,3361,1186,1064,709,656,1289,1335,1290
Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,8128,0,9089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5125,3507,6054,0,3327,2882,2365,6071,0,0,0,6378,2071,0,1189,703,74,1563,443,274,511,474,2,0,332,357,449,322,349,608,1350,1070,965,974,921,25,734,693,695,444,590,1316,827,237,710,466,874,400,42,1725,1046,534,763,936,13642,12883,3066,2562,1263,2666,1559,0,328,1863,739,1522,0,1969,590,828,0,765,0,0,0
Synechococcaceae,2358,2260,1776,2268,4092,2533,1538,1810,1520,3009,4170,3402,3609,3279,3017,2843,2581,777,821,3356,3298,5334,4939,0,0,0,0,1590,1592,1049,1146,2079,1932,0,2099,1679,2507,888,768,1260,1076,1369,1954,214,78,0,207,149,95,94,98,0,0,82,132,204,58,130,90,295,149,252,122,107,4,87,160,163,128,113,0,158,76,121,201,268,92,16,113,134,82,128,145,6452,6370,1129,1132,730,1242,683,1338,0,636,298,801,584,1944,405,455,346,376,852,671,729
Deinococcaceae,2413,2530,1872,3230,4826,3128,1879,2021,1920,3069,4555,4249,4499,4090,4023,856,860,232,243,1149,1039,1657,1659,854,790,1106,1050,793,889,2301,1782,2886,2418,2262,2816,3121,3214,1136,443,786,870,850,1206,133,109,15,245,115,99,166,96,0,0,82,94,174,67,132,100,290,150,175,137,105,2,137,184,157,154,168,195,171,77,142,143,192,92,6,110,107,59,128,118,4278,4198,1266,1002,534,1151,1030,754,171,1053,450,666,583,1429,302,328,301,226,565,598,587
Gloeobacteraceae,4083,3710,2273,3955,5947,3175,2840,3007,2384,6036,6655,5052,7312,6687,5707,1434,1324,436,352,2200,2133,3102,2958,1150,1122,1335,1334,776,858,639,679,1074,2333,0,1002,502,1085,0,369,764,632,999,1745,69,43,13,0,54,57,0,0,0,0,55,59,92,20,63,35,114,65,79,57,57,2,67,53,113,94,102,100,70,37,48,119,137,36,4,66,55,31,53,51,3699,3588,477,451,251,454,0,0,60,353,155,446,427,919,178,192,206,147,306,369,339
Gordoniaceae,2879,0,2018,4242,5019,2849,2414,0,1755,5424,0,3457,8086,4663,4114,0,0,0,0,0,0,0,0,0,0,0,0,740,0,1349,1110,1864,1163,4242,4167,5583,7214,1174,296,512,869,591,782,154,153,18,472,246,162,698,142,0,3,137,137,183,78,115,151,297,183,300,243,111,15,178,205,143,123,223,353,145,76,110,219,243,106,3,194,196,91,175,156,5855,5474,1479,784,416,1807,1613,1682,152,861,314,1427,554,2027,479,642,940,787,0,0,0
Methanosarcinaceae,2548,2988,1987,3560,5391,3242,2295,2091,2002,4157,5522,3259,5271,4407,4050,1040,916,324,311,1234,1168,1832,1846,0,0,0,0,844,0,821,1053,1562,1209,785,998,655,1088,0,499,0,693,784,1022,104,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,0,0,0,0,0,0,0,0,93,0,206,44,4,0,0,0,0,93,5806,5463,936,718,476,854,654,0,82,498,248,707,638,1550,315,271,445,378,547,574,545
Desulfuromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,1107,1616,1417,0,0,0,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,139,64,0,0,0,0,97,0,0,4,61,73,0,31,117,53,197,0,0,89,61,1,0,109,197,116,102,0,0,47,71,110,339,71,8,0,82,29,105,123,8252,8290,7866,3146,1702,2762,1100,1249,113,977,456,2944,2549,9579,1943,990,6662,6423,6069,6263,6176
Alicyclobacillaceae,0,3921,3023,4729,7711,5006,2710,2635,3477,0,6706,5839,6310,5757,5558,0,0,0,0,0,0,0,0,0,0,0,0,1019,1009,1021,1021,1741,1617,0,1411,1179,0,0,0,0,638,851,1585,159,103,17,0,121,106,110,94,0,2,75,116,158,61,97,117,220,127,240,121,84,2,139,0,183,115,124,180,124,86,85,186,216,107,12,132,96,0,95,87,0,0,0,0,343,0,1234,5601,287,1894,793,735,561,1555,253,284,552,476,518,496,491
Nitrosomonadaceae,0,0,0,0,0,0,1729,0,0,0,3962,2684,0,0,0,947,898,0,0,1230,1197,1869,1625,950,954,1206,1131,1754,1000,566,976,1583,1986,0,883,458,0,0,601,754,776,1175,838,615,340,64,2886,802,770,454,771,4,6,465,561,2003,405,809,511,986,586,960,1568,212,57,2152,1251,617,877,510,2720,553,275,581,300,574,556,28,546,862,210,809,467,31256,30683,822,792,387,910,859,0,141,756,345,840,1018,2465,591,546,509,472,1120,1152,1151
Roseiflexaceae,951,1417,1019,1701,2693,1656,918,1081,1364,1580,2272,2492,3150,3153,3961,0,0,0,0,809,639,1062,980,0,0,0,0,422,493,2211,1684,1939,1556,0,1237,548,1813,336,268,607,716,717,656,155,252,19,276,130,141,240,80,0,3,108,192,395,95,201,99,301,199,327,162,178,7,165,160,236,197,190,289,247,85,256,132,243,185,14,90,112,51,122,120,3792,3748,1278,1217,601,977,477,0,72,593,247,1186,1853,3250,906,798,526,465,1441,1636,1450
Cyclobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,2445,3994,6114,26674,5319,11549,5478,33983,0,0,2306,0,0,0,148,0,0,0,0,0,0,0,0,0,0,486,69,200,0,0,0,357,0,171,0,300,307,377,276,327,0,0,0,239,0,0,225,18,0,0,117,177,0,9644,9409,3109,4774,2720,1524,0,0,205,1313,497,0,0,0,0,411,0,0,0,0,0
Microthrixaceae,942,1315,794,1756,2696,1350,757,785,779,0,1813,1899,2518,2347,2574,0,0,0,0,0,0,0,0,0,0,0,0,296,0,616,773,949,838,1348,4084,3797,10107,946,0,0,470,244,0,194,102,10,284,77,97,140,72,0,0,52,59,186,31,68,97,252,125,202,132,101,8,142,144,136,104,79,180,138,44,108,116,202,84,1,95,82,38,74,139,7788,7118,3870,1302,694,4082,2084,1925,274,1532,675,651,349,920,344,209,235,200,0,167,0
Fimbriimonadaceae,1706,1982,1313,2848,5004,2330,1572,1214,1246,2524,4002,2734,3604,3220,1911,760,839,287,287,587,517,972,907,1728,1627,2251,2149,927,1414,1027,911,1931,1563,0,1586,495,1254,2523,306,502,451,336,1302,83,78,26,158,137,125,197,67,0,0,87,142,147,35,137,57,145,91,165,56,79,5,101,147,298,276,176,173,151,88,141,157,150,95,15,99,76,63,143,77,3594,3446,645,545,311,368,334,302,63,534,175,411,419,1079,225,249,117,112,178,177,200
Corynebacteriaceae,0,0,0,0,5019,2974,0,0,2351,0,0,4210,5588,4535,4740,0,0,0,0,0,0,0,0,0,0,0,0,818,711,1963,1590,2215,2012,3206,4513,4173,6097,1202,328,0,1038,846,936,200,153,28,488,177,183,202,202,0,0,98,120,202,64,126,162,255,214,293,174,135,9,225,233,286,214,147,367,186,73,230,125,243,143,3,171,171,73,164,209,5281,4981,1005,638,347,1347,876,1071,98,0,0,718,390,0,0,323,504,335,0,0,0
Leptospiraceae,2263,1900,1367,2567,3260,1911,1735,1396,1241,3285,3527,2772,4321,2856,2885,1185,866,381,306,1010,1002,1426,1439,1261,1194,1507,1487,716,802,473,670,912,1299,0,937,557,847,603,477,759,548,724,899,82,36,10,142,57,43,76,31,1,0,35,33,132,36,65,40,149,71,122,80,44,1,70,88,221,109,116,137,85,40,86,110,113,72,6,49,61,35,83,92,3563,3509,637,660,281,542,353,342,75,438,182,419,342,1021,222,216,200,170,415,404,472
(Thermoanaerobaculum),1095,2012,1035,2317,1903,1591,1058,1101,1505,1534,3793,2980,3591,3618,3368,0,0,0,0,345,310,525,586,0,0,0,0,619,0,0,362,490,392,0,423,0,0,0,0,233,233,396,398,59,40,9,0,50,46,49,0,0,0,39,50,115,23,58,28,96,63,83,53,41,0,45,58,91,84,85,0,67,25,67,80,117,59,3,43,33,22,65,40,4367,4174,705,1330,563,1317,289,219,35,344,122,871,770,2456,417,393,751,648,2479,2459,2393
Thermaceae,2706,3508,2723,4251,6600,4445,2247,2614,2737,3541,5850,5840,5557,6362,6251,0,0,0,0,0,1430,2063,1998,0,0,0,0,862,922,1314,1355,1951,1474,847,1776,2510,1463,0,541,868,824,1203,1540,150,102,18,211,118,99,104,84,0,0,66,110,248,42,112,78,252,128,230,108,92,7,110,147,184,104,141,199,139,57,101,141,222,108,11,99,102,60,146,114,3982,3716,1215,1027,552,1080,1452,768,203,1228,562,884,776,2260,466,442,485,380,847,898,937
Chromatiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,2897,861,898,3262,3088,4991,4777,0,0,0,0,2409,0,1420,1983,2472,3720,0,2180,1810,0,0,0,0,0,2000,2575,352,180,40,0,228,0,0,0,4,0,130,222,501,110,295,0,520,254,0,278,167,4,0,308,380,277,417,0,277,0,0,0,594,0,10,0,0,0,280,274,13624,13516,3776,5581,2974,4123,5943,4897,651,3502,1576,2245,2275,6562,1295,1376,1791,1668,2557,2931,2753
Chloroflexaceae,0,1861,1271,2164,3570,2077,0,1239,1622,0,2769,3346,3643,3757,4422,0,0,0,0,0,0,0,0,0,0,0,0,565,616,1391,1287,1648,960,0,1344,532,1371,0,396,525,718,782,901,103,91,13,188,96,104,122,88,0,0,57,66,263,48,98,67,228,108,196,116,80,5,124,119,188,104,124,220,148,58,112,103,204,107,0,87,104,28,77,74,3319,3261,1135,719,378,929,505,0,0,486,192,552,764,1656,372,314,392,314,1357,1363,1383
Caldilineaceae,0,766,527,0,1543,922,0,569,634,0,1501,1535,1507,1365,1551,0,0,0,0,0,0,546,523,0,0,0,0,0,0,723,987,1071,1083,0,964,821,1008,623,0,269,363,319,0,142,121,17,134,83,40,130,73,0,0,51,99,202,51,100,74,245,110,204,108,101,3,113,106,121,125,98,177,143,58,130,49,152,105,8,51,82,44,95,116,4518,4342,3077,2003,1110,2051,674,0,141,888,413,593,667,2119,512,403,528,429,1746,1699,1762
Nitriliruptoraceae,0,956,680,1167,2182,1017,545,596,592,0,0,1344,2163,1802,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,654,979,628,1323,2288,3790,2292,233,0,0,302,229,0,97,59,0,121,69,49,56,55,0,0,38,42,84,28,44,48,131,65,113,91,62,4,50,65,58,45,54,112,85,0,50,0,97,49,1,51,68,23,69,65,2242,2229,5717,2686,1371,6448,2324,501,546,2940,1176,495,281,670,226,155,118,107,130,0,151
Bdellovibrionaceae,1376,0,0,2050,3244,1427,1281,0,975,2403,0,0,0,0,0,1881,1777,792,825,0,0,0,0,4387,4277,5009,4851,1189,1414,953,677,1687,1130,0,1068,0,1227,1156,495,664,544,502,0,102,87,18,0,75,0,92,42,0,0,34,67,121,39,48,0,108,66,105,44,64,9,103,87,230,156,171,135,115,68,107,87,135,50,5,63,85,34,122,94,8074,8003,1008,673,386,550,0,0,82,680,254,0,220,753,0,162,0,0,245,263,284
(Chloracidobacterium),947,1382,962,1794,2404,1374,910,1076,938,1978,2936,2139,4163,2950,3402,417,456,150,116,659,539,1031,1116,400,0,500,519,488,760,580,1313,1732,5802,0,1142,673,1362,302,340,651,667,964,1062,106,61,9,122,64,63,66,53,0,1,60,57,212,29,96,51,196,103,192,96,61,1,86,96,127,112,155,170,130,52,99,135,185,89,13,90,84,75,122,110,3708,3566,727,609,274,672,347,279,89,569,202,394,359,977,229,289,244,236,343,309,293
Enterobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,10533,0,6844,0,8225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,6315,1354,0,8440,7409,0,0,0,0,0
Catenulisporaceae,8375,5084,0,3823,0,0,2487,3225,0,6283,0,0,5141,0,0,0,0,492,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,2280,0,52,48,414,178,403,121,603,2,0,77,163,0,73,96,334,159,123,0,118,0,5,95,97,150,90,215,212,0,60,116,243,269,0,0,196,191,52,104,88,5674,5387,0,0,0,0,984,918,0,0,0,868,685,1291,290,285,2484,2099,573,577,614
Acidithiobacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1459,32615,212,1342,630,239,202,676,119,150,324,295,280,309,295
(Thiomonas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,115,0,0,123,0,0,0,0,0,0,0,168,0,0,0,197,0,0,81,0,0,340,0,0,0,181,60,170,0,0,0,0,0,0,0,6354,13557,339,2176,929,1132,994,2429,0,0,2727,2361,1485,1727,1714
Chthonomonadaceae,1675,1683,1000,2554,3942,2173,1461,985,941,2609,3643,2547,3794,3549,2266,472,605,143,148,547,524,771,736,776,769,1065,1011,556,853,907,678,1408,680,0,515,0,643,0,206,332,353,271,1075,57,69,25,136,67,107,133,60,0,0,52,115,79,33,82,43,107,48,102,52,60,3,42,59,217,152,154,112,87,49,86,103,107,31,7,65,59,40,85,0,1695,1599,293,0,0,0,0,371,37,0,0,506,546,1419,184,282,121,99,182,159,159
Lactobacillaceae,0,3531,2851,0,7388,4701,0,0,1797,0,6122,6153,0,5952,5656,0,0,0,0,0,0,0,0,0,0,0,0,1149,1142,666,1214,1819,1027,0,1361,846,1107,0,561,0,895,966,909,118,0,0,0,91,91,105,92,0,0,0,96,0,0,0,0,0,112,0,0,0,0,0,0,0,0,156,0,0,0,0,168,0,0,0,0,0,0,123,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,359,410
Holophagaceae,1447,1634,1078,1665,0,1473,1209,1284,995,2509,3412,2107,3085,2469,2653,572,556,207,202,838,833,1371,1329,0,0,0,0,2678,434,0,0,0,648,0,0,0,0,0,218,378,386,513,907,98,42,9,0,73,0,51,0,0,0,0,65,138,30,76,38,134,74,95,51,36,8,66,77,111,82,495,108,88,38,71,125,153,47,3,88,70,29,88,65,5367,5219,0,455,232,0,0,0,0,0,0,479,470,1308,282,230,303,252,566,691,506
Methanobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,187,170,224,221,233
Acidothermaceae,2276,0,0,3249,4012,0,2052,0,0,5322,0,0,5500,3935,4098,0,0,0,0,0,0,0,0,0,0,0,0,983,1064,0,0,0,0,1881,757,1292,2953,0,0,0,0,0,0,0,51,0,260,131,105,91,74,0,2,97,54,0,0,0,82,0,0,0,0,0,7,105,0,0,0,0,160,0,0,0,0,124,0,3,81,87,0,75,0,0,0,0,0,0,0,1134,2344,73,0,0,1323,598,2252,374,518,2293,1937,0,0,0
Actinospicaceae,3937,0,2940,3545,7229,0,2686,0,0,10080,0,0,7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,715,0,0,1599,0,49,23,400,204,177,80,239,0,0,267,98,0,0,0,142,135,0,0,0,0,5,103,139,141,127,154,171,0,36,63,213,0,0,3,146,131,0,98,0,0,0,0,0,0,0,945,1322,0,0,0,1488,0,1701,383,457,1726,1458,0,0,0
