,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Histidine Degradation,4226,3982,2759,5421,7321,3934,3400,3054,2715,6499,6644,5265,8598,6582,6416,1436,1347,448,433,1288,1234,1853,1806,1772,1738,2312,2278,1310,1554,1255,1428,2636,2816,1346,2496,1098,2209,2107,935,1507,1620,1216,2157,311,277,48,746,265,262,294,248,2,3,197,224,406,128,217,184,480,279,404,260,211,19,333,363,361,330,351,558,338,136,268,280,364,211,23,228,259,121,261,216,8368,8078,1616,1316,635,1566,2000,2244,232,1487,661,1213,772,2237,454,471,656,576,560,548,526
COG2016,614,588,419,712,1049,601,475,406,399,915,1014,848,1200,956,1007,226,213,69,75,217,200,346,342,351,353,463,403,195,232,243,275,465,359,397,409,259,439,397,120,177,204,146,260,43,21,6,69,20,28,27,25,0,0,24,26,46,11,22,18,36,25,32,33,16,5,34,59,63,37,36,69,33,20,35,32,40,29,1,18,34,10,38,27,1385,1266,350,230,123,288,402,628,51,382,161,242,180,423,97,97,151,113,163,127,167
A conserved operon linked to TyrR and possibly involved in virulence,14,7,7,3,8,5,8,8,3,6,14,6,11,7,5,9,6,3,2,3,2,8,8,7,2,7,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,12,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,46,10,4,1,6,14,0,1,7,2,2,1,4,3,3,1,0,2,0,0
Conserved cluster around inner membrane protein gene yghQ_ probably involved in polysaccharide biosynthesis,8,11,6,2,7,9,4,11,10,18,18,19,13,8,5,1,1,0,0,1,1,1,3,4,2,5,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,2,1,1,0,0,1,1,0,2,1,2,0,0,0,1,0,0,1
Tolerance to colicin E2,143,98,86,137,274,112,122,110,71,221,224,170,280,236,153,118,113,25,25,94,79,126,130,135,140,173,169,57,55,36,53,71,50,3,41,19,36,76,33,60,55,22,49,8,11,1,11,6,3,6,3,0,0,2,7,7,2,6,3,17,5,8,6,4,0,11,8,9,7,9,28,10,7,5,9,5,3,0,4,5,7,6,2,496,436,70,48,29,51,27,6,6,19,15,27,15,52,24,21,6,8,15,13,10
Copper homeostasis: copper tolerance,158,156,141,189,242,147,127,86,109,234,234,189,298,233,192,85,70,27,26,66,59,111,110,120,111,123,109,12,23,13,21,40,14,3,16,15,21,46,13,18,6,13,31,4,0,1,6,3,2,1,3,0,0,2,1,3,2,1,1,0,2,8,2,1,0,2,9,3,2,0,5,3,3,3,3,5,2,0,0,2,1,2,2,381,346,59,55,28,50,58,83,6,49,26,47,40,103,26,31,32,19,42,30,41
Biogenesis of cytochrome c oxidases,2086,1793,1300,2510,3777,1956,1624,1425,1143,3275,3239,2643,3538,2840,2534,1138,948,320,306,781,754,1267,1215,1529,1478,1725,1622,592,798,448,490,1012,505,614,702,423,795,900,463,716,542,368,657,75,73,13,251,72,99,95,60,1,0,50,62,152,51,78,55,134,82,141,72,56,4,105,114,121,103,113,173,95,69,100,112,130,59,9,71,90,25,88,72,4913,4752,869,754,373,719,898,955,89,510,232,541,420,1027,242,242,263,244,393,392,393
Prolyl-tRNA synthetase associated editing enzymes,4158,3887,2607,5148,7308,4007,3241,3279,2620,6694,7709,5363,8189,5810,5600,2143,1990,704,677,2228,2198,3151,3054,2255,2213,2836,2721,2283,1954,1596,1749,2774,3265,3361,3504,2447,4691,2713,972,1573,1472,1592,2157,268,218,48,539,239,214,267,209,2,1,176,195,407,106,187,183,450,220,361,273,221,17,311,340,336,303,308,551,309,129,255,281,382,213,16,221,243,104,225,251,10938,10521,2242,1877,929,2007,2736,3198,318,2050,926,1691,1223,3757,762,782,1113,1017,1438,1496,1458
Orphan regulatory proteins,1605,1592,1087,1966,3047,1576,1266,1244,1006,2880,2979,2123,2728,2113,1879,1056,973,357,349,777,713,1300,1255,1249,1166,1543,1449,586,642,274,336,585,278,30,230,144,237,249,430,728,440,419,838,63,73,25,139,59,59,101,52,0,0,42,52,122,32,52,49,135,67,125,77,68,7,76,91,129,96,90,137,98,46,80,112,122,71,5,78,76,34,77,61,4698,4681,648,599,266,545,739,1123,62,421,156,484,409,1070,250,245,267,217,418,362,431
Denitrification,1178,804,537,1338,1909,724,882,651,498,1904,1717,1068,2031,1267,1150,607,525,155,152,494,468,769,739,467,473,613,564,719,255,234,278,400,205,319,225,90,284,432,107,152,310,509,809,102,109,13,217,97,83,124,84,0,0,71,73,175,44,91,67,177,105,160,102,90,7,112,155,192,169,128,233,106,80,110,60,158,100,11,87,110,33,116,120,4782,4659,772,716,371,672,928,859,75,441,224,573,454,1229,272,276,376,333,584,587,565
Creatine and Creatinine Degradation,5175,5674,3870,6538,10721,5567,4410,4730,3236,7603,8939,6638,10552,8211,7727,2253,2059,683,652,2229,2059,2920,2807,2190,2106,2711,2581,864,1108,1284,1187,2173,841,988,1310,854,1124,499,875,1314,1005,1273,1756,198,187,37,557,213,216,197,191,0,0,151,161,278,110,150,173,363,190,292,192,143,11,222,228,221,191,193,379,194,107,165,276,300,130,18,200,175,79,207,186,10901,10390,2073,1806,878,2029,1896,1724,187,1388,540,1430,941,2560,627,623,707,676,789,844,748
CRISPRs,1149,1001,680,979,1763,959,938,788,569,1729,1592,1177,1773,1147,935,364,308,106,114,347,296,545,516,333,339,414,385,344,178,191,127,198,888,1563,612,830,549,550,64,130,64,61,131,6,16,0,25,14,15,11,6,0,0,8,9,14,2,5,6,17,11,13,14,6,2,19,11,13,13,14,18,18,8,14,22,8,3,0,10,11,2,7,14,1124,1078,396,496,250,508,618,1385,143,780,341,278,258,890,174,188,421,397,572,565,519
CRISP Cmr Cluster,105,59,37,75,92,28,51,60,37,74,102,49,81,36,37,12,9,3,5,15,12,34,26,11,12,22,17,4,1,4,13,4,9,11,6,19,1,9,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,34,30,25,33,35,31,12,5,6,19,9,12,20,57,7,8,15,8,19,19,28
CRISPR-associated cluster,29,36,23,42,70,27,44,27,13,82,46,36,80,51,28,13,15,4,2,12,15,18,19,29,26,23,24,36,20,2,9,9,3,0,0,0,2,0,8,12,1,1,56,1,0,0,2,2,0,2,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,1,0,1,4,1,1,0,1,1,0,0,0,23,23,5,1,3,2,1,1,0,10,2,7,4,12,2,2,3,2,2,2,2
DNA repair_ bacterial photolyase,313,131,82,222,270,93,226,91,60,418,205,102,455,216,84,90,74,36,37,47,35,54,54,330,324,407,406,81,90,162,199,416,301,479,365,332,622,712,75,110,87,59,100,30,25,3,77,35,26,36,30,0,0,17,16,48,16,28,25,31,21,37,27,19,1,24,40,32,27,29,49,31,23,37,13,23,29,1,17,30,14,35,29,1222,1189,245,168,105,219,273,281,42,204,93,103,62,199,30,52,57,74,47,67,67
EC 6.3.4.- Ligases that form carbon-nitrogen bonds,3419,3196,2270,4377,5978,3424,2861,2582,2165,5143,5438,4447,6595,5341,5212,1390,1321,432,409,1185,1151,1843,1773,1769,1746,2363,2308,1610,1656,1611,1753,3137,2305,2072,3024,2020,3374,2234,884,1411,1409,1119,1990,241,222,48,634,254,230,257,217,3,1,185,201,409,109,174,174,363,256,400,255,161,17,304,335,355,285,299,527,300,133,209,296,358,206,21,216,202,102,237,206,7276,7102,1494,1191,606,1308,1626,1833,203,1265,530,968,717,1979,453,464,517,467,654,638,673
Molybdenum cofactor biosynthesis,7367,6598,4478,8304,12096,6289,6004,4984,4116,11546,11462,8741,12987,9595,9135,2982,2582,879,795,2400,2297,3819,3661,3414,3338,4130,3953,2005,2042,1369,1548,2727,2382,1478,1919,1182,2181,1412,1251,2108,1443,1270,3222,277,244,47,612,261,238,317,236,1,2,188,214,417,125,194,169,447,231,422,233,173,18,299,350,360,280,329,519,295,169,247,397,407,197,22,219,224,101,250,231,13809,13249,2374,1967,1006,2350,2327,2639,296,1819,791,1902,1428,4194,844,863,1058,953,1299,1454,1507
Curli production,4,6,7,7,15,8,6,8,9,13,28,33,14,11,7,12,10,3,3,5,5,4,6,33,33,35,39,4,4,5,3,15,2,7,0,0,2,44,3,8,1,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,36,40,8,6,4,9,12,4,0,4,1,6,3,8,0,1,1,3,5,7,3
Cyanate hydrolysis,295,238,175,279,487,235,181,206,143,518,415,279,464,345,297,159,148,51,49,134,115,168,174,203,192,218,222,118,213,36,59,115,50,3,27,17,51,69,176,219,149,140,70,24,12,2,33,11,17,13,9,1,0,7,12,37,8,18,11,37,14,41,17,10,1,25,8,18,14,19,31,23,5,19,41,53,22,4,6,17,13,18,28,870,861,68,54,19,48,43,25,9,32,20,27,15,35,24,13,6,9,10,12,6
Transcription factors cyanobacterial RpoD-like sigma factors,7,3,5,7,9,5,7,5,2,9,5,4,5,10,7,2,2,0,2,3,1,2,2,1,2,0,2,1,1,5,23,3,3,5,4,8,14,30,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,0,3,4,2,1,0,1,2,2,0,4,0,2,1,1,0,1,0,0,0,0,2
Bacterial hemoglobins,1139,591,351,938,1015,458,696,470,249,1771,943,580,1939,1012,703,546,464,184,137,413,409,669,645,508,468,619,587,115,173,154,130,237,38,47,101,67,176,83,185,255,206,139,437,34,34,10,88,36,38,53,28,0,1,22,27,41,23,32,35,65,32,48,37,29,1,35,37,41,32,29,53,41,18,35,50,60,19,0,32,36,20,30,29,2418,2333,274,156,88,248,194,107,16,127,62,209,101,285,81,78,130,107,71,45,74
Alpha-Amylase locus in Streptocococcus,1588,1028,669,1319,1710,807,1037,738,562,2189,1452,918,2580,1528,1466,576,541,156,150,607,584,914,878,459,468,577,556,184,196,407,336,621,119,148,272,141,234,251,149,258,251,154,324,39,49,9,125,44,57,71,36,0,0,39,49,68,20,34,36,81,41,68,46,24,6,42,52,57,44,46,105,55,26,47,43,56,41,4,35,45,15,23,33,2509,2450,606,377,179,510,511,293,60,375,147,348,230,518,124,137,163,159,169,194,158
Mycolic acid synthesis 2,12,4,2,2,5,3,1,0,0,5,8,3,6,7,4,6,5,2,1,3,2,2,4,2,3,6,9,0,6,1,3,4,0,0,2,1,0,0,9,20,9,1,6,0,2,1,0,1,3,2,1,0,0,0,0,3,0,1,2,6,2,0,2,0,0,0,0,2,1,0,1,2,0,1,3,0,1,0,1,0,0,0,1,78,75,1,2,0,1,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0
CoenzymeM Archaea,3,0,2,7,4,1,2,3,0,8,5,2,3,4,6,0,0,0,1,0,2,2,2,1,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,1,2,6,6,1,2,1,0,1,33,4,1,10,4,13,23,18
Conserved gene cluster possibly involved in RNA metabolism,1362,1366,1002,1870,2554,1515,1225,1054,913,2235,2265,1936,2804,2134,2189,497,466,177,168,479,460,732,714,708,680,927,907,591,612,574,609,1130,807,676,1023,667,1142,771,316,527,486,360,714,90,53,10,185,69,69,85,51,1,0,52,62,124,34,59,63,91,92,113,87,58,2,84,118,116,90,92,164,84,47,68,108,112,67,7,66,88,43,86,64,2671,2631,524,460,215,501,578,729,82,541,203,421,309,825,180,187,239,211,278,303,263
tRNA aminoacylation_ Cys,1,0,0,1,3,1,1,1,1,7,0,0,4,1,0,2,2,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,5,0,6,0,4,0,1,0,1,2,5,0,0,0
L-Cystine Uptake and Metabolism,4,3,2,4,2,3,5,0,4,11,7,6,5,4,5,3,1,1,2,1,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,12,5,4,1,1,4,0,0,0,0,1,0,1,1,2,0,1,0,0,1
CXXX repeat peptide maturase system,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
pyrimidine conversions,9025,7707,5368,10426,13613,7403,7089,5968,4756,14171,13327,10043,17560,12067,11360,3732,3384,1128,1065,3283,3114,4910,4788,4297,4151,5407,5179,2597,3007,2928,3056,5233,3568,3252,4396,3029,4844,2864,1766,3129,2478,2032,3996,486,404,78,1148,481,444,462,402,4,3,307,353,650,189,337,356,812,406,662,464,333,29,533,591,632,565,518,873,528,264,435,601,703,317,22,445,476,177,442,409,18021,17467,3303,2569,1406,3067,3262,3390,443,2524,1071,2217,1454,4305,989,1037,992,999,1331,1327,1313
Soluble electron carriers in plants,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Photosystem II,4,8,0,11,14,3,9,3,2,11,14,19,19,23,19,1,2,1,0,5,3,3,2,6,4,1,2,0,0,80,73,41,14,12,1,1,44,375,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,1,1,1,13,2,0,0,0,0,0,0,1,0,4,0,17,11,3,1,2,0,0,0,0,0,1,2,1,1,1,0,0,1,4,3,1
Cytochrome b6-f complex in plants (plastidial) and cyanobacteria,27,28,23,46,45,29,25,16,16,39,46,33,51,49,52,10,3,0,0,5,4,12,11,12,6,17,12,4,4,20,31,15,17,7,5,1,17,104,0,5,2,3,9,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,1,1,0,1,1,0,0,0,0,0,0,46,41,14,11,2,10,3,12,2,4,0,9,11,28,2,6,9,2,10,10,8
At1g54520,0,0,0,1,1,2,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,32,7,4,2,0,2,7,112,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,4
Respiratory complex IV (terminal cytochrome c oxidase) in plants,5260,4094,2712,5759,7710,4105,3763,3289,2301,7504,6876,5230,9241,6898,6536,2690,2483,807,800,2474,2371,3816,3712,2958,2905,3675,3571,1991,2655,2374,2485,4432,3177,2784,4116,2925,4854,2716,1491,2644,2493,1843,3020,315,283,78,784,351,352,411,289,2,3,285,291,451,147,277,243,496,314,450,319,216,22,371,462,552,446,416,676,382,172,338,402,448,262,25,323,345,166,348,322,10218,9917,2376,1632,796,1983,1940,1805,214,1326,535,1368,847,2138,582,603,592,554,683,707,669
Soluble cytochromes and functionally related electron carriers,1519,1242,893,1766,2443,1159,1170,1002,684,2572,2357,1607,2283,1580,1327,1020,863,296,282,560,549,973,917,1362,1384,1661,1594,486,652,423,587,1004,377,384,345,244,404,509,385,603,525,276,435,75,80,17,154,53,62,89,38,0,0,43,41,127,34,65,30,109,71,103,60,49,4,93,89,90,94,93,166,94,48,83,86,113,51,7,62,60,25,62,77,4776,4671,843,620,307,711,796,561,56,462,215,372,255,698,152,171,140,112,273,234,280
Dissimilatory nitrite reductase,2,7,0,3,3,1,0,2,1,3,5,3,8,3,2,0,0,0,1,1,1,1,0,3,0,2,1,4,1,3,1,3,0,0,0,1,0,3,2,1,2,9,4,4,2,0,3,2,1,5,1,0,0,1,4,4,0,1,0,3,2,7,1,5,0,6,6,3,5,6,5,5,0,4,0,3,3,0,1,1,2,0,6,45,47,27,40,33,29,15,6,2,7,9,26,27,77,17,17,6,9,58,71,46
RCJ pfr,419,411,280,447,754,416,323,404,237,780,772,569,731,542,549,588,532,171,152,445,396,728,743,472,455,586,560,239,214,53,96,178,95,0,35,15,31,58,145,239,108,127,160,11,17,6,26,26,13,19,10,0,1,8,17,30,6,16,7,23,12,32,16,13,1,14,25,32,25,22,33,21,5,13,40,30,15,2,14,13,4,11,19,1490,1446,240,265,107,249,201,132,21,134,64,113,106,347,78,69,87,81,134,120,138
Heme biosynthesis orphans,413,343,262,378,592,310,334,243,226,512,571,381,724,552,476,152,132,50,46,166,157,260,257,146,140,161,163,122,71,166,149,274,78,316,360,373,338,62,54,63,114,90,94,16,21,0,27,17,14,13,12,0,0,12,11,24,3,11,12,20,17,13,12,7,1,15,20,24,17,13,23,19,7,13,11,17,8,1,20,12,9,20,18,814,803,249,256,134,210,207,355,46,280,117,260,159,527,89,93,144,155,259,231,267
Peptide methionine sulfoxide reductase,1131,888,661,1182,1651,887,865,672,510,1647,1595,1184,1997,1413,1357,519,476,151,164,388,402,681,647,634,608,866,842,518,597,558,570,1007,861,791,1064,691,1093,807,337,596,540,466,692,84,65,9,169,78,67,76,62,0,0,58,70,114,36,45,61,121,76,110,83,41,9,106,92,102,86,73,156,90,46,102,119,137,71,4,67,86,33,70,93,2173,2102,379,277,151,348,325,268,31,249,71,246,162,397,121,119,116,95,132,139,153
Periplasmic disulfide interchange,1200,1016,691,1324,1888,989,797,807,690,1659,2059,1471,2120,1668,1476,611,584,202,190,548,519,770,714,874,847,1111,1050,328,391,170,204,425,367,319,279,136,294,501,202,322,222,189,363,32,27,6,65,24,21,43,18,0,0,20,31,67,20,29,16,58,22,38,32,15,1,41,45,61,39,39,78,30,23,31,35,62,26,0,19,35,8,28,32,2633,2511,455,428,227,387,548,599,61,325,112,329,223,634,145,182,198,147,255,256,266
trimethylamine N-oxide (TMAO) reductase,38,24,20,42,40,19,27,36,12,58,40,20,35,35,33,36,36,3,4,20,18,28,34,20,25,37,40,7,13,1,5,14,3,0,5,0,3,1,7,16,7,11,23,2,1,0,3,3,2,0,1,0,0,1,2,2,2,4,1,1,0,4,1,4,0,1,2,0,3,0,7,2,1,0,2,2,0,0,2,2,0,1,3,79,65,7,16,14,14,23,6,3,13,13,8,6,9,3,5,6,2,7,5,14
Lipid-linked oligosaccharide synthesis related cluster,656,492,327,801,964,474,489,395,296,1165,774,671,1351,896,898,172,127,41,30,116,118,200,177,146,163,232,215,67,35,177,116,281,72,203,225,220,388,47,48,66,97,71,96,33,38,9,102,33,59,34,30,2,0,20,30,29,16,16,21,49,23,34,33,18,3,26,31,31,34,13,52,38,16,33,28,31,14,2,20,31,4,26,19,1390,1360,429,239,113,422,352,154,40,224,102,266,123,326,82,79,193,162,45,52,53
Trehalose Uptake and Utilization,290,256,154,393,484,206,234,207,156,452,413,281,670,436,402,128,132,38,37,118,107,182,175,211,207,258,251,78,87,108,77,166,221,36,195,78,151,384,74,84,121,70,104,19,16,2,37,13,10,15,10,0,0,9,16,13,5,10,13,19,14,26,21,14,0,21,23,22,13,19,38,13,11,11,19,31,8,1,12,17,7,16,19,672,633,120,106,46,127,159,150,9,103,40,87,48,131,50,54,42,39,28,24,29
Purine Utilization,5665,5731,4212,7442,10505,5925,4733,4605,3839,9341,9961,7909,11146,8295,7896,2232,1994,668,611,2311,2200,3346,3225,2323,2227,2807,2693,1505,1428,1525,1373,2407,1775,828,1974,1023,1665,833,981,1621,1247,1148,2222,235,203,33,570,226,224,247,194,0,3,197,167,299,111,200,156,425,256,317,222,152,13,235,289,297,222,236,433,244,102,243,344,387,163,10,214,243,92,207,208,11087,10627,2076,1722,809,2057,2172,2281,231,1493,566,1709,1213,3110,747,722,1008,922,1046,1089,1097
Serine-glyoxylate cycle,1276,1137,870,1642,2123,1230,1066,842,769,2145,2056,1581,2690,1836,1967,472,418,126,124,418,437,631,611,581,542,698,673,611,546,689,678,1293,871,1064,1248,962,1376,613,379,527,490,441,775,128,101,23,291,109,119,113,97,0,1,82,111,184,38,81,88,180,110,171,116,77,5,139,159,152,140,132,211,119,54,105,140,166,90,5,85,106,36,90,98,2782,2748,680,493,260,690,539,361,67,366,159,476,280,775,182,190,248,219,225,249,239
Polyhydroxybutyrate metabolism,3691,2644,1735,3513,5030,2473,2966,2091,1307,6060,4209,2760,5775,3199,2441,1381,1292,379,368,1078,1010,1630,1581,1510,1470,1852,1760,1198,947,1084,897,1880,493,542,676,781,761,692,815,1294,931,675,1343,120,117,22,320,124,127,126,140,1,1,98,102,212,50,86,80,242,119,191,119,96,9,146,168,173,148,145,253,151,77,139,232,236,83,10,133,142,61,121,102,9491,9240,808,699,354,734,742,631,68,428,173,516,328,845,224,258,202,174,296,282,307
Alanine_ serine_ glycine metabolism in plants,9998,9109,6270,11791,16686,8976,7866,7184,5843,15232,15185,12115,17747,13660,12896,4152,3910,1251,1218,3726,3569,5495,5355,5131,4938,6120,5985,3541,3966,3264,3348,6220,4170,3939,4963,3239,6176,3640,2508,3837,3062,2606,4384,564,505,130,1301,541,521,578,456,3,2,408,463,894,249,433,383,925,536,871,527,402,36,723,666,780,680,580,1098,629,307,607,691,861,470,30,456,567,230,527,481,20824,20224,3862,3026,1563,3447,3707,4291,515,2936,1277,2506,1726,4889,1130,1217,1349,1170,1569,1520,1607
Peptidoglycan Biosynthesis,16432,14531,9715,19528,26138,13918,12542,11297,9104,23970,24923,19276,29570,23446,22646,6370,5798,1885,1795,5444,5119,8223,8009,8639,8333,10751,10417,5456,5506,4551,4741,9343,6046,6381,7235,4371,8285,7416,3222,5393,4345,3575,6606,717,617,159,1726,736,689,797,585,1,3,493,554,1145,311,594,437,1145,617,1085,652,510,51,876,948,1045,877,844,1451,802,452,767,905,1087,602,57,616,704,320,682,631,35546,34039,6627,5300,2753,6032,6845,7108,796,4764,1993,4402,3126,9106,2074,2146,2280,2078,2937,3029,3043
D-Alanyl Lipoteichoic Acid Biosynthesis,148,35,28,62,61,38,68,21,16,113,75,52,178,126,95,226,191,57,55,151,142,242,225,84,86,104,107,8,23,6,4,10,9,1,11,2,18,5,41,45,50,51,16,0,1,0,2,0,1,3,0,0,0,0,1,1,0,2,0,6,2,2,1,1,0,2,1,2,1,1,0,1,0,0,6,3,0,0,0,0,0,0,1,287,283,10,5,1,4,0,2,0,5,1,3,4,7,3,1,1,0,1,2,4
D-allose utilization,33,9,10,8,24,4,21,6,4,16,22,12,26,17,11,15,16,2,2,48,45,43,47,14,11,11,9,1,2,1,4,3,7,0,1,1,3,0,1,12,1,1,12,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,1,2,0,1,4,3,0,6,0,1,1,1,0,0,1,0,2,3,3
Formaldehyde assimilation: Ribulose monophosphate pathway,4168,3683,2621,5189,7066,3874,3223,2901,2338,6100,6233,5063,7786,5870,5666,1858,1760,545,529,1772,1752,2764,2729,2164,2109,2652,2588,1872,1804,1582,1755,3159,2201,1962,2787,1577,3108,2161,1339,2080,1873,1653,2985,277,220,42,566,259,257,314,225,1,1,181,203,384,116,212,202,473,241,425,250,224,12,331,338,388,340,326,515,321,150,272,392,428,219,8,261,262,122,271,208,8705,8643,1704,1329,644,1449,1591,1968,175,1256,533,1117,803,2225,537,573,686,640,777,859,824
Hydantoin metabolism,1590,1555,1128,2005,2965,1602,1308,1162,955,2537,2527,2076,3272,2543,2415,677,637,215,190,573,580,936,928,807,813,1026,986,553,779,601,664,1160,1137,334,850,428,791,654,413,738,500,510,792,101,68,20,170,57,69,128,65,0,0,55,64,141,42,68,80,135,79,145,89,73,6,106,116,107,86,96,171,119,43,96,124,163,83,8,86,75,30,110,74,3362,3257,657,582,269,613,626,454,66,344,150,431,310,785,202,222,221,198,340,334,295
Phd-Doc_ YdcE-YdcD toxin-antitoxin (programmed cell death) systems,475,392,257,478,765,386,334,293,267,685,662,531,686,524,500,214,202,67,71,181,149,259,260,181,198,240,228,83,68,73,56,65,115,429,200,425,385,103,27,39,31,34,81,5,1,5,11,4,9,5,7,0,0,1,2,9,2,5,3,6,2,6,6,2,0,1,6,4,6,4,14,7,3,4,7,7,2,0,3,11,0,3,2,632,597,191,169,84,144,166,239,25,120,57,111,85,225,57,53,59,61,70,88,87
