,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
LSU ribosomal protein L24e,1,2,2,0,4,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,1,10,19,3,20,10,1,2,5,0,1,0,1,1,1,1
LSU ribosomal protein L24p (L26e),267,253,193,334,476,318,257,239,159,374,475,384,529,439,454,122,103,38,38,95,98,147,128,143,160,209,198,86,101,106,120,272,112,161,169,103,197,175,51,108,88,82,128,12,8,2,28,16,10,20,11,0,0,12,11,12,4,17,6,17,14,21,10,4,1,26,21,17,20,18,34,19,8,11,23,15,9,0,13,13,3,11,10,634,614,125,101,54,115,124,121,15,122,41,76,57,182,44,38,42,35,48,56,49
LSU ribosomal protein L25p,464,358,287,531,702,374,332,277,260,687,622,521,872,594,617,219,193,55,61,160,151,207,218,263,218,334,319,124,126,110,89,217,104,173,150,57,183,231,74,100,102,59,158,10,16,4,47,11,16,14,14,0,0,11,14,20,5,13,7,18,7,13,9,6,0,17,15,23,19,20,29,17,5,11,7,21,10,2,9,10,6,10,9,994,993,178,151,86,153,187,219,29,136,58,108,84,244,58,58,76,59,68,64,73
LSU ribosomal protein L26e (L24p),1,3,0,1,2,0,1,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,16,26,5,26,13,1,1,5,1,2,0,2,0,0,1
LSU ribosomal protein L27Ae (L15p),1,2,2,3,2,2,3,0,3,3,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,21,38,4,29,13,1,0,2,0,1,2,3,2,2,0
LSU ribosomal protein L27p,307,298,214,401,516,260,252,216,181,478,492,397,602,482,474,116,108,36,38,107,113,138,129,157,149,180,186,133,146,161,157,292,261,189,317,234,380,208,94,149,114,97,198,22,14,8,38,25,22,26,19,0,0,15,16,32,11,17,14,34,18,35,18,12,0,30,24,17,26,39,38,21,14,22,25,40,21,1,17,26,7,28,18,667,648,119,118,59,127,127,137,13,114,46,100,46,195,42,40,29,31,62,60,68
LSU ribosomal protein L27p_ chloroplast,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L28p,149,182,120,227,306,155,128,144,115,310,279,244,372,261,281,60,53,23,23,82,56,80,82,82,88,134,144,55,71,64,59,143,108,118,151,107,187,81,36,62,57,43,70,7,5,1,17,9,4,10,4,1,0,7,2,12,1,4,8,12,6,10,10,5,2,9,15,9,6,9,13,12,7,7,8,6,6,0,5,10,2,5,6,375,364,75,64,30,66,73,81,9,59,35,42,41,92,19,20,28,21,27,33,34
LSU ribosomal protein L28p_ mitochondrial,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L29p (L35e),160,140,97,177,241,115,119,100,97,216,238,167,311,213,232,50,37,14,16,34,40,70,64,87,76,100,84,32,34,61,53,119,46,109,89,56,114,76,23,28,35,19,37,2,5,3,11,5,3,5,3,0,0,2,5,4,0,4,5,7,0,7,5,2,2,7,8,4,5,4,9,4,3,2,0,7,7,0,3,9,2,6,4,335,328,68,51,22,67,56,68,10,48,21,53,17,88,26,24,22,29,27,25,29
LSU ribosomal protein L2p (L8e),794,747,496,1107,1368,834,635,622,578,1169,1304,1065,1584,1352,1228,332,342,106,108,256,258,434,429,467,467,575,574,508,571,567,618,1110,844,865,1181,726,1371,672,295,458,477,426,647,92,67,26,234,72,79,84,76,0,0,59,69,133,49,85,61,145,111,147,80,55,6,116,120,151,104,90,170,106,47,108,97,147,70,8,75,93,35,98,102,1715,1688,362,289,135,333,356,365,46,259,110,232,165,453,110,96,126,83,155,139,169
LSU ribosomal protein L2p (L8e)_ mitochondrial,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L30e,0,0,0,1,1,2,0,0,2,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,3,2,0,0,2
LSU ribosomal protein L30p (L7e),111,128,107,186,240,110,123,91,90,208,223,193,294,217,206,52,54,18,14,49,43,69,73,89,92,105,115,52,52,43,34,91,38,78,62,35,94,65,28,41,30,20,41,6,4,0,17,4,4,1,6,0,0,3,2,6,6,3,5,5,4,8,5,2,0,7,3,8,5,6,9,6,3,7,8,7,5,0,1,3,3,1,6,355,356,80,43,27,73,76,84,5,50,30,50,32,88,21,24,21,20,40,29,39
LSU ribosomal protein L31e,1,0,0,2,2,0,0,0,4,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,12,21,8,28,11,2,2,7,0,0,6,2,2,2,1
LSU ribosomal protein L31p,314,291,201,372,504,271,262,205,191,433,440,361,538,412,428,121,106,40,40,106,90,176,169,159,142,194,188,160,141,175,180,315,243,216,322,234,378,220,80,138,145,97,164,12,13,3,35,18,11,18,11,0,0,21,11,15,4,7,11,21,11,19,13,14,2,18,22,30,17,18,29,18,6,13,13,26,15,0,13,14,11,19,18,645,647,136,98,38,98,137,108,19,111,30,60,53,200,43,41,41,37,54,49,43
LSU ribosomal protein L32e,0,3,2,2,2,7,1,0,5,4,5,6,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,10,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,29,59,9,31,12,1,3,7,1,2,3,0,4,2,2
LSU ribosomal protein L32p,35,26,12,39,53,34,34,13,10,65,43,39,65,31,43,15,14,9,7,9,9,10,8,26,35,37,25,12,30,12,14,36,32,29,25,11,42,45,9,15,22,5,14,4,4,0,6,6,2,0,1,0,0,2,3,7,2,3,3,2,2,3,0,1,0,2,3,3,2,2,6,5,0,2,2,1,3,0,0,2,1,1,4,124,119,19,12,6,15,26,13,1,19,6,16,10,11,4,4,5,6,3,3,7
LSU ribosomal protein L33p,53,35,22,62,87,40,52,38,22,97,62,43,115,57,77,12,11,2,2,8,6,29,24,41,33,38,39,14,16,33,28,77,51,38,71,30,43,68,15,29,19,20,22,4,2,0,7,3,3,1,6,0,0,3,5,2,4,3,2,6,1,6,1,2,0,1,5,5,5,6,7,5,2,3,4,4,3,0,5,2,2,3,1,137,118,26,23,13,27,23,30,2,20,8,19,10,29,12,15,14,16,14,6,13
LSU ribosomal protein L33p_ zinc-independent,79,60,48,66,73,56,69,45,50,101,84,61,118,86,66,35,35,14,19,35,32,48,44,53,53,61,56,39,28,16,21,60,35,27,36,20,43,60,31,43,38,27,28,1,1,1,6,1,2,0,3,0,0,4,2,4,1,0,1,0,3,7,3,1,0,7,4,6,3,8,9,3,2,0,4,8,4,0,3,2,1,3,1,152,128,20,13,11,22,32,26,2,15,4,13,4,20,3,4,7,4,6,11,7
LSU ribosomal protein L34e,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L34p,196,158,104,181,225,134,122,125,89,204,214,168,227,222,179,68,61,14,19,66,45,83,61,101,95,84,75,36,44,30,33,74,77,46,87,60,104,40,15,37,35,32,46,8,4,2,12,5,0,7,9,0,0,9,9,12,0,4,3,9,5,13,3,2,0,8,10,10,3,4,13,8,6,8,13,9,6,1,5,8,0,10,6,298,258,57,32,18,31,59,79,3,57,16,48,26,77,17,16,14,15,23,17,29
LSU ribosomal protein L35Ae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,2,0,0,0,1,0,2,0
LSU ribosomal protein L35e (L29p),0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,22,4,21,8,1,0,3,0,0,2,0,1,3,0
LSU ribosomal protein L35p,206,167,133,224,318,202,185,132,143,332,320,245,385,332,299,89,71,29,26,64,57,110,102,121,110,153,132,74,68,58,57,119,99,135,116,76,148,123,28,55,48,31,73,2,6,0,24,8,8,7,3,0,0,5,3,11,4,7,3,9,4,4,3,6,0,7,4,14,4,4,15,15,3,8,7,13,4,0,6,4,3,3,5,446,430,109,76,37,69,88,56,6,69,35,46,29,132,29,25,29,35,30,37,35
LSU ribosomal protein L36e,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L36p,72,95,64,141,174,90,73,69,51,181,151,125,220,137,156,37,38,16,10,38,29,51,61,60,56,56,52,45,61,70,43,116,88,92,131,83,136,46,17,30,44,43,58,6,3,0,11,6,2,7,8,0,0,7,2,3,6,2,2,11,4,9,6,5,0,6,3,6,6,7,5,5,5,9,1,7,3,0,4,5,2,1,5,203,208,38,33,15,38,53,50,7,29,11,30,16,56,13,16,21,22,17,14,17
LSU ribosomal protein L37Ae,0,2,1,1,0,8,1,0,6,0,2,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,8,30,5,23,7,1,3,6,0,1,2,3,0,0,2
LSU ribosomal protein L37e,0,0,3,1,4,0,2,1,4,1,2,6,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,0,6,21,0,13,7,1,1,8,0,2,2,3,1,0,2
LSU ribosomal protein L38e,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L39e,0,1,0,2,1,1,0,1,0,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,10,33,8,26,11,0,2,5,0,0,2,1,0,1,1
LSU ribosomal protein L3e (L3p),5,6,5,0,4,6,4,1,3,1,7,13,9,9,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,3,5,0,0,1,0,0,0,1,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,2,6,51,153,16,71,33,1,4,7,0,1,3,2,2,4,1
LSU ribosomal protein L3p (L3e),596,534,398,706,1024,573,479,411,314,951,1046,726,1231,914,913,229,199,90,79,203,188,291,282,392,359,421,397,292,295,360,342,645,330,472,620,412,742,381,156,274,226,173,360,49,34,12,107,46,39,38,40,0,0,37,39,66,18,28,27,79,37,65,48,43,4,47,55,47,45,37,78,42,27,37,46,57,33,6,39,44,10,42,30,1279,1284,306,205,103,216,275,297,29,195,84,161,104,326,78,91,80,73,115,122,131
LSU ribosomal protein L3p (L3e)_ chloroplast,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LSU ribosomal protein L3p (L3e)_ mitochondrial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L40e,0,0,1,2,4,1,0,2,3,1,3,1,0,2,0,1,0,0,1,0,0,0,0,3,3,2,3,0,2,3,4,2,3,0,1,0,1,3,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,1,0,10,35,0,15,8,1,2,2,0,2,3,2,0,1,1
LSU ribosomal protein L44e,3,3,0,3,4,1,0,0,0,2,3,5,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,20,48,4,25,19,1,5,3,3,3,3,6,3,0,0
LSU ribosomal protein L49mt_ mitochondrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L4p (L1e),514,525,339,635,852,446,431,329,295,784,767,587,994,744,718,204,194,72,66,178,169,271,258,294,308,378,370,217,168,161,157,365,276,258,310,153,412,335,100,200,148,130,229,46,27,5,63,34,29,33,32,0,0,29,21,54,13,13,26,45,30,62,31,30,4,53,38,55,30,30,72,34,22,49,34,46,24,4,28,38,22,36,22,1144,1098,242,194,85,206,263,250,38,177,81,136,106,291,54,59,73,60,87,91,98
LSU ribosomal protein L4p (L1e)_ mitochondrial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L51mt_ mitochondrial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L5e (L18p),6,2,5,1,2,5,3,7,9,2,4,7,9,9,3,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,6,3,3,17,50,7,26,13,10,5,15,4,2,4,2,4,2,4
LSU ribosomal protein L5p (L11e),560,469,381,678,934,572,508,426,395,777,892,731,1108,840,864,189,203,66,77,164,181,277,261,279,268,328,330,336,467,412,468,841,618,513,796,502,949,491,211,361,333,251,438,47,31,10,91,50,46,48,52,1,0,35,27,64,20,40,35,62,55,82,48,32,3,56,61,69,61,55,88,57,23,44,59,74,32,5,42,52,19,40,34,1227,1212,257,184,116,192,228,226,26,201,76,145,100,339,69,84,80,72,80,92,109
LSU ribosomal protein L5p (L11e)_ chloroplast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L5p (L11e)_ mitochondrial,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L6p (L9e),552,479,316,640,976,542,442,404,308,739,844,691,1005,847,793,195,194,64,68,184,182,282,292,328,313,354,355,273,266,297,309,606,401,405,620,361,789,393,136,221,236,173,268,29,30,8,87,34,51,40,26,1,0,20,23,54,13,27,30,60,39,67,33,21,1,44,42,64,46,36,80,37,19,39,35,59,39,1,37,39,16,31,29,1049,1043,242,167,102,193,201,229,27,162,75,123,90,292,61,61,86,86,95,84,100
LSU ribosomal protein L6p (L9e)_ chloroplast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
LSU ribosomal protein L7/L12 (L23e)_ chloroplast,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L7/L12 (L23e)_ mitochondrial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSU ribosomal protein L7/L12 (P1/P2),322,304,180,396,487,286,266,230,213,457,486,362,597,477,468,123,123,41,36,111,85,131,127,148,149,199,185,158,154,168,165,310,228,249,296,233,341,195,83,153,113,121,161,15,9,1,40,9,13,16,8,0,0,11,18,21,6,17,12,31,17,31,8,9,2,16,15,23,23,10,43,20,15,16,25,28,9,1,19,14,5,16,28,752,731,151,129,79,136,155,157,21,133,43,99,63,231,44,41,52,41,74,71,67
LSU ribosomal protein L7Ae,10,6,8,3,5,2,0,4,7,0,7,6,5,10,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,13,13,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,4,2,3,22,45,4,36,18,2,2,3,1,0,4,2,3,2,1
LSU ribosomal protein L7e (L30p),0,4,1,0,7,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,1,25,75,1,27,20,3,4,11,0,3,4,6,1,1,1
LSU ribosomal protein L8e (L2p),1,10,6,5,6,8,1,4,2,1,20,18,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,12,17,1,0,0,0,0,1,0,0,0,9,3,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,2,1,39,87,11,37,19,1,6,14,0,3,3,8,1,2,2
LSU ribosomal protein L9e (L6p),3,4,2,3,8,6,1,0,2,3,9,16,6,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,9,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,2,2,31,69,7,43,13,1,3,15,2,2,5,1,2,3,4
LSU ribosomal protein L9p,475,430,310,532,746,480,363,336,267,578,680,614,895,731,647,159,170,72,60,142,154,223,220,194,207,245,245,106,116,139,145,308,115,195,233,112,290,202,60,150,117,77,160,20,18,4,42,12,13,20,19,0,0,10,15,19,9,13,14,13,13,30,17,7,0,16,23,20,20,23,34,20,17,17,17,13,16,2,17,13,10,9,19,958,897,204,155,89,176,189,182,18,148,73,131,73,299,42,63,66,45,89,105,90
LSU ribosomal protein MRPL25_ mitochondrial,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
