Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Blastocystis,1025,1317,711,824,709,476,689,555,450,1446,1175,863,1355,1104,844
Blastomonas,792,1117,652,676,547,356,524,469,379,1106,1017,674,1009,812,634
Blastomyces,1495,2124,1090,1360,1050,787,1013,857,696,2194,1886,1363,2342,1729,1372
Blastopirellula,2674,4094,2263,2052,1844,1332,1618,1385,1124,2964,3013,2515,3482,2767,2546
Blattabacterium,90,110,50,59,58,39,66,39,32,113,115,74,140,114,79
Blautia,1043,1456,804,889,732,513,705,648,475,1447,1315,990,1507,1053,849
Blepharisma,3,2,0,2,1,0,0,0,0,3,0,0,0,4,0
Blumeria,619,805,465,607,389,299,402,329,235,964,727,491,845,650,471
Bodo,2191,3022,1684,1818,1646,1160,1512,1235,1030,3074,2756,1993,3300,2386,1948
Boletus,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0
Bombella,101,98,60,75,59,52,61,42,37,117,107,68,116,72,57
Bonnemaisonia,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2
Bordetella,14108,20050,10586,11090,10166,7137,8818,7977,6482,17653,18125,13614,21655,15723,13616
Borrelia,150,200,96,142,111,69,90,63,68,206,179,118,218,150,120
Borreliella,119,130,65,72,85,54,63,63,41,132,132,77,158,99,86
Bosea,12699,19893,11069,11823,10700,7555,9277,8928,6753,18706,17783,12371,19036,14495,11472
Botryobasidium,2052,2816,1467,1579,1362,1065,1332,988,889,2807,2409,1891,3032,2214,1834
Botryococcus,17,27,9,18,20,11,9,8,6,31,14,10,28,35,12
Botryotrichum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Botrytis,1208,1506,749,1044,779,591,692,551,449,1726,1328,908,1507,1133,851
Brachybacterium,4015,5091,2646,3147,2793,1832,2512,2042,1664,5032,4395,3395,6484,4476,3929
Brachymonas,305,502,297,275,211,159,195,175,163,440,435,340,489,366,334
Brachyspira,455,643,343,393,325,237,287,241,196,648,561,419,669,510,371
Brackiella,81,120,74,65,61,35,49,49,43,107,120,82,107,74,75
Bracteacoccus,6,7,5,6,1,2,3,4,1,7,14,2,14,5,4
Bradyrhizobium,228332,367749,160393,324293,185600,145959,219991,173133,93897,598583,305976,159830,368845,261303,189667
Branchiibius,459,597,308,443,332,203,361,225,172,764,506,371,1011,540,473
Bremia,3,2,0,0,1,0,0,0,0,1,0,0,0,0,2
Brenneria,307,417,264,272,255,189,207,196,150,412,444,303,422,310,297
Brettanomyces,167,233,131,152,111,81,112,90,66,243,206,142,241,158,136
Brevibacillus,2496,3519,2037,2159,2020,1398,1629,1425,1269,3421,3245,2470,3975,2894,2515
Brevibacterium,2960,4006,2162,2379,1959,1389,1972,1629,1301,3840,3468,2617,4827,3379,2823
Brevinema,40,70,34,31,29,26,27,27,29,53,63,42,97,65,44
Brevistachys,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas,5674,8379,4398,4774,4127,2916,3637,3180,2466,8158,7015,5115,8364,6178,5223
Brochothrix,66,102,64,49,36,28,44,54,25,99,101,54,105,77,62
Brucella,700,1115,597,666,509,414,572,492,312,1081,958,716,999,793,696
Bryobacter,11037,18623,8429,10216,8482,6465,8385,6569,4521,20348,16753,9226,16891,10575,7169
Bryocella,2844,4596,2612,4652,2476,1637,2972,2074,1291,7005,4488,2567,3945,2586,1738
Bryopsis,3,2,2,3,5,0,2,0,2,3,2,3,1,3,1
Buchnera,160,257,123,85,114,99,98,64,68,196,200,131,218,166,98
Budvicia,116,204,104,109,105,72,105,84,63,213,165,145,185,122,114
Buellia,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1
Bulleidia,30,36,28,15,25,11,18,21,8,32,37,34,41,33,33
Burkholderia,64886,92593,50113,54297,47942,32725,41409,37102,30386,82060,83149,62619,94289,68998,60220
Buttiauxella,270,385,231,230,213,158,191,167,125,384,387,288,419,281,211
Butyricicoccus,337,474,255,293,242,186,244,174,148,409,415,290,494,345,343
Butyricimonas,267,374,213,224,181,143,195,150,125,391,349,240,440,289,230
Butyrivibrio,2080,2855,1571,1768,1426,991,1407,1187,935,3028,2576,1892,3103,2310,1680
Byssochlamys,806,1179,606,734,535,416,571,480,349,1222,966,764,1205,922,737
Byssovorax,9,17,8,12,22,8,15,7,6,10,29,17,39,22,14
Caballeronia,9516,21765,12022,12592,7236,4209,6492,5527,6099,12945,12915,9021,9318,6896,5545
Cadophora,4,2,3,2,3,3,2,0,2,13,0,3,2,6,0
Caecibacter,9,21,12,16,7,10,11,8,4,12,9,22,19,23,14
Caedibacter,332,558,320,375,341,205,269,260,176,572,515,368,548,394,334
Caenibacillus,151,235,155,137,137,116,123,115,83,190,173,142,269,202,161
Caenimonas,843,1065,665,424,375,300,393,316,302,646,822,572,863,805,894
Caenispirillum,864,1196,669,751,653,419,559,517,387,1161,1087,783,1197,914,686
Cafeteria,3,14,6,0,4,9,0,0,1,1,8,2,5,5,4
Cairneyella,7,9,2,4,4,4,2,3,4,30,4,0,3,3,0
Calcarisporium,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Caldalkalibacillus,198,279,139,167,157,101,123,125,101,277,248,220,304,248,229
Caldanaerobacter,135,242,151,124,130,88,102,91,66,191,195,155,235,202,185
Caldanaerobius,325,462,252,279,251,170,172,200,170,399,364,286,487,389,339
Caldanaerovirga,71,124,78,59,59,68,55,57,42,87,137,98,128,86,105
Caldibacillus,198,304,181,174,169,136,124,107,104,320,289,202,366,236,230
Caldicellulosiruptor,333,561,333,336,288,223,259,207,209,516,535,431,638,491,388
Caldicoprobacter,169,258,155,143,147,111,126,123,93,192,224,207,287,204,182
Caldilinea,1468,2140,1234,1246,1218,808,983,854,776,1721,2019,1676,2359,1836,1847
Caldimicrobium,105,168,116,113,97,70,69,58,55,124,164,137,169,166,115
Caldimonas,622,921,465,471,477,264,325,314,341,659,862,670,908,727,653
Caldisalinibacter,84,119,88,49,46,33,45,65,48,108,100,74,105,93,66
Caldisericum,173,278,165,136,167,106,112,84,81,192,244,185,247,239,160
Caldisphaera,38,54,43,42,41,26,31,31,26,33,74,67,56,49,28
Calditerricola,211,308,218,171,186,121,142,123,111,215,308,256,355,262,285
Calditerrivibrio,117,156,105,99,113,77,94,92,67,181,174,130,210,179,142
Caldithrix,715,1010,681,704,655,436,490,479,348,983,1083,837,1155,940,863
Caldivirga,206,257,159,136,158,116,101,112,99,256,232,185,250,191,134
Calliarthron,1,8,2,5,4,6,3,1,1,1,3,6,5,4,4
Calocera,3562,4862,2740,2660,2433,1733,2192,1895,1618,4889,4287,3269,5696,3988,3355
Caloramator,330,480,273,297,265,169,231,190,147,468,404,325,487,418,359
Caloranaerobacter,167,213,118,112,131,72,114,113,95,191,158,160,228,194,170
Calothrix,2025,2909,1521,1955,1637,1081,1455,1284,982,2906,2640,2008,3325,2252,1981
Caminibacter,60,76,57,59,38,21,40,22,23,84,73,72,101,63,65
Caminicella,41,85,58,58,47,31,32,35,29,72,82,72,83,66,57
Campylobacter,1575,2028,1151,1478,1140,687,1047,813,634,2697,2477,1436,2209,1667,1192
Candida,1424,1862,989,1162,893,599,957,718,559,1974,1737,1197,2051,1511,1086
Candidatus Accumulibacter,6911,10235,6150,5391,5439,3835,4449,4172,3631,8770,10910,8480,10426,7671,7081
Candidatus Acetothermum,233,427,288,183,176,140,165,153,153,279,382,311,371,320,315
Candidatus Actinomarina,100,147,95,79,81,58,69,42,43,136,113,114,187,134,158
Candidatus Adiutrix,144,166,92,88,91,68,100,71,71,159,165,128,181,152,133
Candidatus Aegiribacteria,287,418,230,230,226,191,176,182,172,382,375,318,431,346,321
Candidatus Altiarchaeum,34,80,39,25,41,37,31,24,26,67,53,49,64,58,48
Candidatus Amoebophilus,131,191,101,121,110,72,76,64,66,188,148,111,185,123,112
Candidatus Aquiluna,148,185,77,123,95,69,100,69,51,184,138,121,237,161,148
Candidatus Arcanobacter,42,51,33,24,34,29,18,19,20,50,50,38,52,30,19
Candidatus Arthromitus,96,115,64,73,53,46,68,40,40,111,99,72,106,71,52
Candidatus Atelocyanobacterium,63,104,52,69,47,28,58,40,31,76,86,74,98,76,80
Candidatus Azobacteroides,41,59,44,39,38,22,26,21,15,66,49,43,69,44,33
Candidatus Babela,62,161,73,40,38,36,31,30,45,72,70,98,69,62,68
Candidatus Berkiella,446,822,503,357,412,289,218,291,265,517,702,595,575,483,390
Candidatus Blochmannia,91,102,68,68,58,29,68,49,43,128,118,75,123,58,54
Candidatus Brocadia,1499,2453,1433,1741,1577,1043,1290,1171,977,2612,2844,2008,2808,2091,1954
Candidatus Caldiarchaeum,142,279,204,106,159,122,98,109,153,148,282,262,211,206,196
Candidatus Cardinium,45,90,37,50,33,25,46,33,33,66,68,57,61,65,59
Candidatus Carsonella,33,51,36,18,20,14,30,9,8,53,41,24,56,35,20
Candidatus Chrysopegis,174,215,114,113,134,91,110,80,92,224,220,153,244,197,194
Candidatus Cloacimonas,513,740,415,450,399,270,381,292,280,730,725,573,874,692,627
Candidatus Competibacter,810,1251,684,742,631,459,501,463,404,1068,1235,842,1194,897,796
Candidatus Contendobacter,1057,1765,901,1007,902,634,768,650,588,1607,1773,1190,1708,1343,1187
Candidatus Desulfamplus,286,418,227,260,207,160,191,184,150,420,422,347,468,378,275
Candidatus Desulfofervidus,190,337,175,162,179,133,165,146,124,301,348,224,331,277,229
Candidatus Desulforudis,362,514,304,276,293,201,199,223,188,401,411,390,530,443,365
Candidatus Doolittlea,25,22,18,8,13,11,14,6,9,21,28,14,24,16,12
Candidatus Endobugula,138,184,107,121,112,70,103,86,70,189,169,136,189,119,107
Candidatus Endoecteinascidia,3,2,0,1,0,1,0,0,0,3,3,0,3,0,0
Candidatus Endolissoclinum,91,151,72,106,78,65,77,43,40,108,104,95,151,97,68
Candidatus Endoriftia,24,32,13,18,17,14,18,10,9,26,17,15,25,24,17
Candidatus Entotheonella,6139,8979,4917,5836,6328,4074,4408,4727,3931,8251,11917,10217,14149,10061,11267
Candidatus Evansia,5,10,5,6,12,5,9,3,2,14,7,10,10,14,9
Candidatus Fukatsuia,69,84,30,49,38,22,30,30,33,69,79,46,75,55,46
Candidatus Glomeribacter,438,638,474,360,350,233,281,243,233,540,740,574,588,427,377
Candidatus Gullanella,17,16,7,7,8,10,3,3,0,13,20,9,7,4,9
Candidatus Halobonum,289,367,201,194,211,157,216,168,136,348,333,238,435,282,282
Candidatus Hamiltonella,87,114,74,61,51,44,41,44,46,144,151,100,115,86,83
Candidatus Hepatobacter,68,73,27,53,50,27,47,31,23,78,81,63,100,80,51
Candidatus Hepatoplasma,34,40,11,28,17,11,16,13,8,38,19,18,42,32,32
Candidatus Hoaglandella,3,17,8,8,8,10,3,9,5,19,15,8,10,9,19
Candidatus Hodgkinia,21,38,24,26,30,15,32,10,16,49,36,28,40,34,32
Candidatus Ishikawaella,21,27,15,10,15,9,9,10,6,24,24,19,21,18,16
Candidatus Izimaplasma,83,120,61,54,55,41,56,50,37,112,111,62,128,96,76
Candidatus Jettenia,398,556,323,340,380,253,300,277,222,599,669,406,669,503,469
Candidatus Jidaibacter,57,71,51,72,49,26,48,30,26,93,84,38,59,65,34
Candidatus Kapabacteria,358,480,251,250,236,194,234,200,169,455,461,318,579,436,390
Candidatus Korarchaeum,84,122,106,89,59,55,59,50,55,98,110,134,132,101,86
Candidatus Koribacter,13532,21119,11668,22931,12556,7819,16140,10957,5694,40989,25710,12458,19679,11886,8777
Candidatus Kryptobacter,195,293,161,162,173,121,142,128,100,263,295,239,323,248,240
Candidatus Kryptonium,210,299,171,175,200,142,147,121,104,291,307,263,391,300,247
Candidatus Kuenenia,314,465,298,319,301,190,208,221,171,462,503,347,551,406,357
Candidatus Magnetobacterium,795,1177,672,758,676,505,568,528,405,1145,1188,884,1290,1010,935
Candidatus Magnetoglobus,450,687,363,435,388,254,360,269,217,799,730,502,818,515,440
Candidatus Magnetomorum,543,787,412,557,434,256,369,326,261,796,795,576,913,631,543
Candidatus Magnetoovum,205,306,197,170,168,121,148,152,121,287,347,228,369,296,242
Candidatus Marispirochaeta,558,807,473,515,438,301,400,322,227,757,706,561,890,618,540
Candidatus Marithrix,176,281,159,153,154,90,126,110,98,215,280,181,263,222,170
Candidatus Methanomethylophilus,99,148,79,86,62,47,67,63,38,143,126,99,159,114,85
Candidatus Methanoperedens,548,763,458,525,453,287,430,344,284,839,783,602,949,704,589
Candidatus Methanoplasma,54,65,33,30,23,27,36,38,22,51,57,47,65,40,31
Candidatus Methylomirabilis,1045,1706,1003,818,992,709,777,750,589,1427,1950,1435,1921,1417,1615
Candidatus Methylopumilus,214,330,168,131,176,89,132,104,116,261,298,240,273,227,251
Candidatus Micrarchaeum,80,131,78,73,62,53,63,53,49,110,154,136,127,96,77
Candidatus Microthrix,3120,4210,2172,2148,2354,1605,1778,1527,1258,2760,3249,2715,4785,3559,3792
Candidatus Midichloria,41,72,36,66,37,31,35,21,24,70,42,45,86,56,41
Candidatus Mikella,8,6,1,5,6,3,1,3,3,12,9,11,8,11,4
Candidatus Moduliflexus,825,1217,651,751,676,456,597,484,431,1148,1122,893,1245,980,900
Candidatus Moranella,23,20,11,10,5,6,10,8,5,16,19,16,17,19,8
Candidatus Nanopusillus,12,21,20,13,9,13,9,14,8,25,26,15,27,18,9
Candidatus Nanosalina,25,25,20,23,17,14,16,10,14,28,25,29,38,21,25
Candidatus Nanosalinarum,35,55,38,48,32,21,28,32,19,73,52,53,60,52,29
Candidatus Nasuia,10,8,4,3,4,5,10,1,1,18,6,4,17,8,2
Candidatus Neoehrlichia,25,42,15,28,14,11,21,9,9,16,35,25,29,25,17
Candidatus Nitrosoarchaeum,108,172,144,109,118,95,85,100,122,85,266,326,205,165,119
Candidatus Nitrosocaldus,7,9,7,6,12,9,3,6,9,6,12,18,8,15,10
Candidatus Nitrosocosmicus,662,760,645,818,1213,919,818,1002,569,307,1517,1417,2292,1615,1156
Candidatus Nitrosoglobus,148,244,130,146,130,82,110,81,79,227,248,184,235,150,140
Candidatus Nitrosopelagicus,33,40,32,34,31,30,21,24,30,46,89,86,58,42,45
Candidatus Nitrosotalea,122,206,288,103,348,253,125,166,443,100,848,1842,269,263,195
Candidatus Nitrosotenuis,145,222,215,164,198,164,134,180,181,171,449,540,319,212,217
Candidatus Nucleicultrix,149,255,162,160,120,108,123,108,79,319,255,149,236,162,128
Candidatus Odyssella,137,182,90,112,118,71,89,76,67,187,211,132,196,144,117
Candidatus Omnitrophus,156,242,149,171,124,80,113,100,76,203,196,165,273,175,163
Candidatus Paracaedibacter,285,420,245,310,244,121,212,167,144,399,370,251,402,349,224
Candidatus Parvarchaeum,48,66,49,36,41,20,38,28,36,57,62,65,59,60,50
Candidatus Pelagibacter,475,703,388,438,340,230,323,264,199,668,650,405,722,593,400
Candidatus Peribacter,24,38,30,17,16,11,17,19,9,38,40,19,38,27,23
Candidatus Phaeomarinobacter,529,716,429,432,372,249,306,299,218,660,647,452,705,543,442
Candidatus Photodesmus,28,69,42,28,35,25,27,39,25,55,52,45,56,42,22
Candidatus Phytoplasma,103,212,73,80,78,49,77,66,59,164,142,118,146,145,87
Candidatus Portiera,22,31,15,16,16,9,9,9,8,38,37,17,28,22,17
Candidatus Profftella,17,16,9,17,7,9,7,7,7,14,13,22,10,12,5
Candidatus Protochlamydia,232,428,240,279,213,134,153,135,114,315,319,287,318,246,200
Candidatus Puniceispirillum,206,259,157,172,162,108,164,138,93,307,243,166,308,202,191
Candidatus Regiella,90,137,59,62,62,60,47,49,50,136,120,90,135,77,71
Candidatus Rhabdochlamydia,4,0,0,3,7,1,0,0,1,1,2,2,0,0,1
Candidatus Riesia,38,55,36,25,37,18,34,21,15,55,37,40,52,39,28
Candidatus Rubidus,35,91,45,32,37,26,30,29,19,74,70,52,85,64,35
Candidatus Ruthia,15,28,9,14,13,8,11,12,6,28,14,15,20,16,15
Candidatus Saccharimonas,123,151,48,51,60,41,35,32,30,107,97,66,119,85,102
Candidatus Scalindua,681,1109,674,761,653,473,537,551,427,1067,1175,911,1371,954,937
Candidatus Schmidhempelia,31,39,22,31,16,16,14,26,13,32,38,22,44,30,18
Candidatus Soleaferrea,89,124,76,81,71,53,55,47,49,103,114,84,117,105,73
Candidatus Solibacter,46121,70812,33521,44375,36536,25784,37574,28493,17912,93793,76749,40009,78747,46026,31124
Candidatus Steffania,3,1,1,2,0,0,2,0,2,3,0,0,1,2,0
Candidatus Stoquefichus,113,158,106,101,73,58,83,76,51,155,161,94,182,116,101
Candidatus Sulcia,20,39,28,18,12,9,21,13,12,22,31,21,55,44,24
Candidatus Symbiobacter,286,476,250,255,231,179,220,192,151,457,459,385,475,319,322
Candidatus Symbiothrix,132,153,110,121,77,52,79,63,42,139,167,131,178,141,104
Candidatus Syntrophoarchaeum,142,207,128,109,105,83,71,81,74,187,196,176,199,189,149
Candidatus Tachikawaea,16,19,12,12,13,10,10,9,10,13,29,17,21,18,16
Candidatus Tenderia,407,632,374,282,292,222,224,246,196,488,645,450,595,428,395
Candidatus Thiodiazotropha,692,1023,617,624,569,398,445,427,322,879,1035,757,985,764,706
Candidatus Thioglobus,159,218,106,120,129,77,105,92,82,205,206,144,240,166,143
Candidatus Tokpelaia,111,169,82,103,89,56,78,77,54,139,156,126,140,108,93
Candidatus Tremblaya,71,78,43,39,40,29,38,28,31,67,63,58,58,75,48
Candidatus Vecturithrix,936,1388,863,909,831,584,655,660,522,1351,1405,1036,1558,1207,1075
Candidatus Walczuchella,8,8,10,12,9,4,7,6,3,16,7,2,10,7,8
Candidatus Westeberhardia,11,8,3,8,5,3,7,4,6,10,16,4,7,7,8
Candidatus Xenolissoclinum,21,42,13,18,12,7,12,11,6,33,31,33,44,29,15
Candidatus Xiphinematobacter,391,467,274,1121,511,338,428,411,233,521,535,409,850,660,552
Candidatus Zinderia,4,9,4,6,4,0,3,6,11,6,7,3,3,8,6
Candidimonas,702,1058,645,568,556,370,459,421,339,831,984,735,1051,697,639
cannot be assigned,2583136,3641404,2133512,2223616,2115785,1473313,1744950,1644283,1353761,3507529,3773532,2918937,4013019,3127908,2914648
Cantharellus,2,1,0,1,0,0,0,0,3,3,2,4,6,0,3
Capnocytophaga,720,943,553,576,511,330,459,355,262,978,869,598,1060,790,604
Capronia,1695,2549,1194,1668,1163,859,1110,863,810,2565,2092,1532,2532,1921,1435
Carboxydocella,367,514,302,270,253,238,221,205,199,365,440,375,472,432,423
Carboxydothermus,426,603,311,303,327,230,252,219,183,488,536,410,600,530,493
Cardiobacterium,407,574,311,341,301,206,273,227,169,607,504,420,562,427,348
Carnimonas,135,204,115,111,107,71,114,67,73,176,202,121,227,115,109
Carnobacterium,499,691,435,411,424,269,323,266,238,705,635,466,741,617,446
Carpediemonas,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2
Carteria,6,10,3,4,4,8,9,2,6,8,10,12,16,11,14
Caryophanon,113,191,88,103,100,73,86,67,77,173,164,121,250,160,128
Castellaniella,944,1376,697,708,690,513,617,529,431,1171,1262,994,1407,1055,915
Catabacter,137,193,85,78,97,68,72,73,53,155,121,105,144,102,103
Catalinimonas,677,793,496,598,421,291,443,336,266,864,881,587,1106,745,673
Catellicoccus,36,48,17,38,23,22,33,20,14,34,41,30,59,40,33
Catelliglobosispora,1544,1634,842,1339,894,621,1038,683,502,2293,1447,1059,3064,1638,1537
Catenaria,1899,2755,1487,1595,1416,946,1282,1087,916,2698,2486,1808,2983,2217,1830
Catenibacterium,84,114,68,58,76,49,67,45,40,136,119,98,154,120,99
Catenovulum,284,481,236,263,235,169,245,191,165,512,409,301,538,343,278
Catenulispora,6758,8698,4293,8299,5321,3705,4756,3398,2871,10748,6225,6043,11483,7357,6375
Catenuloplanes,1980,2412,1217,1689,1207,859,1325,951,761,2741,2013,1574,3687,2198,1852
Catonella,64,64,33,60,39,18,44,29,26,80,77,55,95,80,50
Caulerpa,28,37,18,5,15,7,4,13,9,14,21,19,18,23,13
Caulobacter,10100,14772,7616,8583,6852,4865,6324,5347,4243,14894,11782,8181,13918,10058,8085
Caviibacter,18,32,15,24,18,10,14,12,6,22,30,19,21,38,18
Cecembia,184,211,95,126,114,73,102,81,54,220,227,131,251,212,123
Cedecea,229,340,155,181,171,135,162,160,118,329,304,203,337,256,203
Celeribacter,1010,1599,794,964,826,577,697,665,466,1516,1324,958,1611,1133,957
Cellulomonas,15112,19082,10114,11937,9556,6885,9924,7488,6191,19844,15705,12550,26407,17079,15208
Cellulophaga,461,571,286,395,300,236,305,245,176,671,560,457,760,553,367
Cellulosilyticum,263,388,229,227,145,148,174,140,117,315,373,225,348,305,270
Cellulosimicrobium,6033,7653,3875,4239,3905,2766,3637,3087,2438,6897,6329,5163,10068,6900,6222
Cellvibrio,1112,1581,863,1009,838,601,689,634,519,1598,1507,1175,1591,1243,996
Cenarchaeum,154,233,147,122,176,99,92,129,102,176,219,256,268,196,149
Cenococcum,1291,1915,825,1541,916,597,793,652,529,2793,1507,999,1769,1491,1027
Centipeda,57,61,61,48,35,35,38,33,25,74,78,54,85,62,47
Cephalosporium,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cephaloticoccus,777,1060,602,703,547,371,517,406,387,829,901,723,1231,937,745
Cepsiclava,1,2,0,0,0,1,0,0,0,0,2,2,3,0,2
Ceraceosorus,1165,1576,933,899,880,600,780,675,499,1689,1467,1088,1691,1352,1061
Ceramium,3,10,5,6,1,4,1,4,1,6,4,1,6,14,7
Ceramothyrium,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Ceratobasidium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceratocystiopsis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ceratocystis,446,551,329,373,296,229,302,252,165,650,569,380,616,463,367
Cercospora,2,3,5,0,3,1,4,1,0,10,4,5,3,1,6
Cerrena,1,1,0,0,2,1,1,2,0,2,1,0,0,4,0
Cesiribacter,346,386,200,230,178,140,181,142,119,420,389,283,510,336,307
Cetobacterium,181,239,147,146,127,88,102,82,68,228,231,150,236,175,146
Chaetoceros,6,3,1,1,1,0,3,1,2,4,2,1,1,2,0
Chaetomium,2885,3899,2020,2192,2047,1425,1742,1544,1224,3633,3364,2588,4318,3131,2521
Chaetopeltis,2,2,0,1,0,0,0,0,0,1,0,0,1,1,1
Chamaesiphon,474,690,335,419,343,257,345,263,214,740,610,445,801,576,503
Chamaetrichon,4,3,0,2,1,0,2,1,7,3,0,1,2,2,1
Chania,96,160,68,79,85,45,71,57,53,142,156,100,138,102,97
Characiochloris,1,2,0,1,1,0,2,0,3,4,1,1,1,2,3
Chattonella,4,4,3,2,1,3,2,2,0,5,5,1,2,2,0
Chelativorans,1000,1382,765,924,804,554,657,679,466,1335,1249,940,1418,1008,842
Chelatococcus,1704,2908,1653,1593,1597,1062,1304,1364,932,2405,2668,1833,2667,2016,1711
Chelonobacter,45,97,43,53,37,29,26,36,23,69,66,45,75,49,51
Chilomastix,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
Chishuiella,52,69,39,56,46,30,47,33,19,51,90,36,92,66,51
Chitinibacter,266,423,242,227,202,140,179,175,130,364,419,313,440,328,272
Chitinilyticum,506,763,444,428,388,262,320,290,262,738,727,595,751,645,526
Chitinimonas,1426,1880,1041,1013,1055,733,843,766,705,1632,1979,1457,1980,1583,1454
Chitiniphilus,476,586,336,302,308,225,267,227,203,509,596,481,621,486,476
Chitinispirillum,268,349,236,241,224,143,217,165,105,350,328,312,394,355,261
Chitinivibrio,139,194,108,117,106,98,98,80,70,174,171,159,194,162,150
Chitinophaga,7918,10224,4699,5771,4767,3247,4528,3431,2879,8455,8267,5097,12274,7967,5661
Chlamydia,1297,1841,1021,1079,838,647,782,702,568,1718,1615,1167,1823,1399,1113
Chlamydomonas,3932,5322,2906,2829,2655,1754,2373,2151,1699,4937,4743,3629,6085,4515,3910
Chloracidobacterium,2266,3269,1835,1715,1954,1226,1418,1363,1186,2974,3543,2564,4584,3346,3301
Chlorella,2806,3806,2018,2119,1849,1361,1646,1478,1284,3566,3335,2524,4322,3189,2720
Chlorobaculum,434,612,340,396,362,226,324,235,192,656,612,451,697,476,449
Chlorobium,1476,2112,1247,1300,1177,830,1030,880,698,2056,2063,1588,2438,1788,1548
Chloroflexus,3307,5051,2785,2508,2442,1737,2079,1894,1645,4230,4291,3477,5256,4223,3990
Chlorogloeopsis,427,666,330,463,373,259,338,257,187,698,615,430,746,516,475
Chlorogonium,3,5,5,4,1,4,0,2,2,0,6,1,5,0,3
Chloroherpeton,279,342,213,259,211,134,199,177,127,329,345,277,414,289,272
Chloromonas,9,11,8,5,6,1,5,6,1,20,7,5,17,8,5
Chlorosarcina,6,3,3,4,0,1,0,1,0,7,3,1,3,3,2
Chlorotetraedron,2,4,3,0,0,0,0,1,2,1,1,3,4,1,0
Choanephora,473,639,438,428,315,232,328,255,235,654,578,391,728,529,443
Chondromyces,6422,8628,4543,4777,4424,3114,3790,3300,2900,7762,8623,5870,10583,7519,6609
